Country,Vaccine,Recommendations
paraguay,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
paraguay,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age.1

Recommended for all travelers ≥9 months of age, except as mentioned below. Generally not recommended for travelers whose itinerary is limited to the city of Asunción.

Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
peru,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
peru,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Peru.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
peru,Hepatitis B,Recommended for unvaccinated travelers of all ages to Peru.
peru,Malaria,"CDC recommends that travelers going to certain areas of Peru take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take.
Find country-specific information about malaria."
peru,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
peru,Rabies,"Rabid dogs are commonly found in Peru. If you are bitten or scratched by a dog or other mammal while in Peru, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Peru."
peru,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
peru,Yellow Fever,"Recommended for all travelers ≥9 months of age going to areas at elevations <2,300 m (7,546 ft) in the regions of Amazonas, Loreto, Madre de Dios, San Martin and Ucayali, Puno, Cusco, Junín, Pasco, and Huánuco, and designated areas (see Map 2-23) of the following regions: far north of Apurimac, far northern Huancavelica, far northeastern Ancash, eastern La Libertad, northern and eastern Cajamarca, northern and northeastern Ayacucho, and eastern Piura. Generally not recommended for travelers whose itineraries are limited to the following areas west of the Andes: regions of Lambayeque and Tumbes and the designated areas (see Map 2-23) of western Piura and south, west, and central Cajamarca. Not recommended for travelers whose itineraries are limited to the following areas: all areas >2,300 m (7,546 ft) in elevation, areas west of the Andes not listed above, the city of Cusco, the capital city of Lima, Machu Picchu, and the Inca Trail (see Map 2-23).

Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
philippines,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
philippines,Cholera,"Vaccination may be considered for adults who are traveling to areas of active cholera transmission. Areas of active cholera transmission are localized to the regions of Bicol, Caraga, Eastern Visayas, and National Capital in the Philippines. Cholera is rare in travelers but can be severe. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera."
philippines,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to the Philippines.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
philippines,Hepatitis B,Recommended for unvaccinated travelers of all ages to the Philippines.
philippines,Japanese Encephalitis,"Recommended for travelers who
Are moving to an area with Japanese encephalitis to live
    Spend long periods of time, such as a month or more, in areas with Japanese encephalitis
    Frequently travel to areas with Japanese encephalitis
Consider vaccination for travelers
Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets
    Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there
Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season."
philippines,Malaria,"CDC recommends that travelers going to certain areas of the Philippines take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take.
Find country-specific information about malaria."
philippines,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
philippines,Polio,A single lifetime booster dose of Inactivated Polio Vaccine (IPV) is recommended for adults who received the routine polio vaccination series as children; the routine series is recommended for unvaccinated or incompletely vaccinated children and adults and those with unknown vaccination status.
philippines,Rabies,"Rabid dogs are commonly found in the Philippines. If you are bitten or scratched by a dog or other mammal while in the Philippines, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to the Philippines."
philippines,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
philippines,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age, including transit >12 hours in an airport located in a country with risk of YF virus transmission.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
pitcairn-islands,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
pitcairn-islands,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to the Pitcairn Islands.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
pitcairn-islands,Hepatitis B,Recommended for unvaccinated travelers of all ages to the Pitcairn Islands.
pitcairn-islands,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
pitcairn-islands,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
pitcairn-islands,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
poland,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
poland,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Poland.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
poland,Hepatitis B,Recommended for unvaccinated travelers of all ages to Poland.
poland,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
poland,Rabies,"Rabid dogs are commonly found in Poland. However, if you are bitten or scratched by a dog or other mammal while in Poland, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Poland."
portugal,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
portugal,Hepatitis A,"Consider for most travelers; recommended for travelers at higher risk (e.g. visiting smaller cities, villages, or rural areas where exposure might occur through food or water; or prone to ""adventurous eating"")"
portugal,Hepatitis B,Recommended for unvaccinated travelers of all ages to Portugal.
portugal,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
puerto-rico,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
puerto-rico,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Puerto Rico.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
puerto-rico,Hepatitis B,Recommended for unvaccinated travelers of all ages to Puerto Rico.
puerto-rico,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
puerto-rico,Rabies,"Puerto Rico is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
puerto-rico,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
qatar,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
qatar,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Qatar.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
qatar,Hepatitis B,Recommended for unvaccinated travelers of all ages to Qatar.
qatar,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
qatar,Rabies,"Rabid dogs are commonly found in Qatar. If you are bitten or scratched by a dog or other mammal while in Qatar, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Qatar."
qatar,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
romania,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
romania,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Romania.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
romania,Hepatitis B,Recommended for unvaccinated travelers of all ages to Romania.
romania,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
romania,Rabies,"Romania is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
russia,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
russia,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Russia.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
russia,Hepatitis B,Recommended for unvaccinated travelers of all ages to Russia.
russia,Japanese Encephalitis,"Recommended for travelers who
Are moving to an area with Japanese encephalitis to live
    Spend long periods of time, such as a month or more, in areas with Japanese encephalitis
    Frequently travel to areas with Japanese encephalitis
Consider vaccination for travelers
Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets
    Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there
Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season."
russia,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
russia,Rabies,"Rabid dogs are commonly found in Russia. However, if you are bitten or scratched by a dog or other mammal while in Russia, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Russia."
rwanda,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
rwanda,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Rwanda.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
rwanda,Hepatitis B,Recommended for unvaccinated travelers of all ages to Rwanda.
rwanda,Malaria,"CDC recommends that travelers going to Rwanda take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take.
Find country-specific information about malaria."
rwanda,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
rwanda,Rabies,"Rabid dogs are commonly found in Rwanda. If you are bitten or scratched by a dog or other mammal while in Rwanda, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Rwanda."
rwanda,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
rwanda,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age.1

Generally not recommended for travelers to Rwanda.

Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
reunion,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
reunion,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Réunion.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
reunion,Hepatitis B,Recommended for unvaccinated travelers of all ages to Réunion.
reunion,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
reunion,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
saba,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
saba,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saba.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
saba,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saba.
saba,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
saba,Rabies,"Saba is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
saba,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
saba,Yellow Fever,Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine.
saint-barthelemy,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
saint-barthelemy,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saint Barthelemy.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
saint-barthelemy,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saint Barthelemy.
saint-barthelemy,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
saint-barthelemy,Rabies,"Saint Barthelemy is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
saint-barthelemy,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
saint-barthelemy,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age, including transit >12 hours in an airport located in a country with risk of YF virus transmission.1


Note: Yellow fever vaccine availability in the United States is currently limited. If you need to be vaccinated before your trip, you may need to travel some distance and schedule your appointment well in advance. Find the clinic nearest you."
usvirgin-islands,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
usvirgin-islands,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to the U.S. Virgin Islands.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
usvirgin-islands,Hepatitis B,Recommended for unvaccinated travelers of all ages to the U.S. Virgin Islands.
usvirgin-islands,Rabies,"Recommended for the following groups:
Travelers involved in outdoor and other activities in remote areas that might bring them into direct contact with bats (such as adventure travelers and cavers).
    Those with occupational risks (such as wildlife professionals and researchers)."
usvirgin-islands,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
saint-helena,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
saint-helena,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saint Helena.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
saint-helena,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saint Helena.
saint-helena,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
saint-helena,Rabies,"Saint Helena is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
saint-helena,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
st-kitts-and-nevis,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
st-kitts-and-nevis,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saint Kitts and Nevis.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
st-kitts-and-nevis,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saint Kitts and Nevis.
st-kitts-and-nevis,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
st-kitts-and-nevis,Rabies,"Saint Kitts and Nevis is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
st-kitts-and-nevis,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
st-kitts-and-nevis,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥1 year of age.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
saint-lucia,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
saint-lucia,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saint Lucia.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
saint-lucia,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saint Lucia.
saint-lucia,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
saint-lucia,Rabies,"Saint Lucia is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
saint-lucia,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
saint-lucia,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥9 months of age.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
saint-martin,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
saint-martin,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Saint Martin.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
saint-martin,Hepatitis B,Recommended for unvaccinated travelers of all ages to Saint Martin.
